customer_id,customer_billing_city,customer_billing_state,customer_billing_zip,customer_billing_country,customer_since,customer_purchases,customer_area_code,customer_email_from,customer_email_ext,customer_is_business,customer_total_value
4061,Vernal,UT,84078,USA,6/10/2012,1,435,live.com,com,0,13.19
3690,idaho Falls,ID,83402,USA,12/8/2011,1,208,hotmail.com,com,0,31.43
4098,suitland,MD,20746,USA,7/6/2012,1, ,personal domain, ,0,111.41
2524,Irvine,CA,92612,USA,10/26/2010,1,714,cox.net,net,1,161.42
176,Overland Park,KS,66210,US,2/18/2009,1,913,yahoo.com,com,1,53.91
1816,New Concord,OHIO,43762,US,4/27/2010,1,740,hotmail.com,com,0,29.64
2575,MARRERO,LA,70072,USA,11/21/2010,1,504,aol.com,com,0,19.84
332,Albany,NY,12205,US,5/18/2009,1,518,aol.com,com,1,171.92
2159,Fort Wayne,IN,46835,USA,7/7/2010,1, ,personal domain,com,0,18.24
3316,Palmyra,NY,14522,USA,6/22/2011,1,585,personal domain,com,0,21.09
748,San Rafael,CA,94901,US,9/23/2009,1,415,sbcglobal.net,net,1,25.7
3423,crofton,MD,21114,USA,8/2/2011,1,301,msn.com,com,0,21.44
4017,Dallas,TX,75229,USA,5/19/2012,1,214,personal domain,net,0,100.37
1877,Fishers,IN,46038,US,5/6/2010,3,317,comcast.net,net,1,165.5
4313,Cutler Bay,FL,33157,USA,11/18/2012,1,305,bellsouth.net,net,0,42.09
2500,Weatherford,TX,76086,USA,10/18/2010,1,817,hotmail.com,com,0,10.24
4842,Grimes,IA,50111,USA,6/2/2015,1, ,gmail.com,com,0,12.14
3768,lawrenceburg,TN,38464,USA,1/31/2012,1,931,personal domain, ,0,26.1
1771,Grand Rapids,MI,49504,US,4/18/2010,0,616,personal domain,edu,0,0
2512,Rochester,IN, ,USA,10/21/2010,0,574,personal domain,com,1,0
2752,Palm Coast,FL,32164,USA,1/29/2011,1,386,gmail.com,com,0,12.4
544,Charlotte,MI,48813,US,7/30/2009,0,517,yahoo.com,com,0,0
856,Littleton,CO,80126,US,10/16/2009,1,,personal domain,org,0,33.84
4745,Banks,OR,97106,USA,9/9/2014,1,503,personal domain, ,0,10.98
3103,Des Moines,IA,50315,USA,4/20/2011,1, ,hotmail.com,com,0,28.65
91,Visalia,CA,93277,US,11/5/2008,1,559,yahoo.com,com,0,26.93
426,Blanchester,OHIO,45107,US,6/16/2009,0,937,juno.com,com,1,0
501,Frisco,TX,75034,US,7/15/2009,0,214,live.com,com,0,0
4583,Monmouth Junction,NJ,8852,USA,10/1/2013,1,732,yahoo.com,com,0,40.73
3094,Winchester,CA,92596,USA,4/18/2011,0,951,yahoo.com,com,1,0
2317,Clearwater,FL,33755,USA,8/17/2010,2,727,personal domain, ,0,451.7
4933,Huntington Beach,CA,92647,USA,11/25/2016,1, ,live.com,com,0,18.74
199,Tucson,AZ,85719,US,3/12/2009,1,520,personal domain,com,1,56.35
4524,Burlington,WI,53105,USA,6/27/2013,1,262,live.com,com,0,60.46
1176,Osage Beach,MO,65065,US,1/7/2010,0,573,hotmail.com,com,0,0
2792,Cleveland,OH,44106,USA,2/9/2011,2,216,personal domain,org,1,850.02
750,Oskaloosa,KANSAS,66066,US,9/24/2009,0,785,embarqmail.com,com,1,0
2327,Towson,MD,21286,USA,8/20/2010,2,410,verizon.net,net,0,39.78
2883,suisun city,CA,94585,USA,3/5/2011,1,707,yahoo.com,com,0,16.75
3387,Delaware,OH,43015,USA,7/18/2011,1,614,yahoo.com,com,0,10.37
1422,Boynton Beach,FL,33436,US,2/24/2010,1,561,yahoo.com,com,0,48.9
3009,Armona,CA,93202,USA,3/29/2011,1, ,personal domain,net,0,60.21
2371,Medford,OR,97504,USA,8/31/2010,1,541,charter.net,net,0,25.69
3659,San Francisco,CA,94131,USA,11/22/2011,1,415,yahoo.com,com,0,32.22
4540,Rockville,MD,20854,USA,7/19/2013,1,301,aol.com,com,0,73.94
3133,norwalk,CT,6855,USA,4/30/2011,1,203,hotmail.com,com,0,50
4490,Clinton,IA,52732,USA,5/25/2013,1,563,juno.com,com,0,58.37
546,Tucson,AZ,85745,US,7/31/2009,1,520,hotmail.com,com,0,33.24
1222,Waynesboro,PA,17268,US,1/18/2010,0,717,yahoo.com,com,0,0
3812,San Marcos,CA,92078,USA,2/23/2012,1,760,cox.net,net,0,13.49
3119,Indianapolis,IN,46268,USA,4/26/2011,1,317,personal domain,com,1,75.17
3156,Los Angeles,CA,90016,USA,5/5/2011,1,213,aol.com,com,0,78.75
3203,Portland,OR,97220,USA,5/16/2011,1,503,personal domain,us,0,63.35
1672,Independence,MISSOURI,64058,US,3/28/2010,1,816,aol.com,com,1,19.76
1686,Glendale,AZ,85304,US,3/31/2010,0,623,msn.com,com,0,0
3918,San Lorenzo,CA,94580,USA,4/3/2012,1,510,personal domain, ,0,65.51
2092,Newark,DE,19711,US,6/21/2010,1,302,aol.com,com,0,108.92
4263,Lambertville,MI,48144,USA,10/3/2012,1,734,personal domain,net,0,58.58
629,Pittsburgh,PA,15235,US,8/23/2009,0,413,netzero.com,com,0,0
4808,Shaker Heights,OH,44120,USA,4/9/2015,2,216,personal domain,org,0,175.83
2586,Arlington,TX,76011,United States,11/26/2010,1, ,personal domain,com,0,22.94
4624,Tempe,AZ,85284,USA,12/4/2013,1,480,hotmail.com,com,0,11.99
143,Woodland,CA,95695,US,1/9/2009,0,530,gmail.com,com,0,0
4796,Fairport,NY,14450,USA,3/1/2015,0,585,gmail.com,com,1,0
803,Metamora,IN,47030,US,10/6/2009,1,765,gmail.com,com,1,0
588,Lafayette,IN,47903,US,8/13/2009,0,,hotmail.com,com,0,0
1258,Bradford,VERMONT,5033,US,1/26/2010,0,802,myfairpoint.net,net,1,0
1568,Pendleton,IN,46064,US,3/15/2010,0,765,aol.com,com,0,0
2440,Corona,CA,92879,USA,9/26/2010,1,951,yahoo.com,com,0,64.45
2282,Franklin,TN,37064,USA,8/10/2010,0,615,aol.com,com,1,0
2705,baltimore,MD,21210,USA,1/14/2011,1,443,gmail.com,com,0,16.38
318,Deridder,LA,70634-4942,US,5/16/2009,0,337,personal domain,net,1,0
1138,Indianapolis,IN,46219,US,12/23/2009,1,317,yahoo.com,com,0,15.63
837,Tulsa,OK,74133,US,10/13/2009,1,918,yahoo.com,com,0,25.45
2815,Knoxville,TN,37922,USA,2/17/2011,1,865,personal domain,com,0,36.45
1731,Philadelphia,PA,19146,US,4/9/2010,0,,hotmail.com,com,0,0
4143,Ringgold,LA,71068,USA,8/7/2012,1,318,yahoo.com,com,0,27.28
3158,Auburn,IN,46706,USA,5/5/2011,1,260,yahoo.com,com,0,45.05
3142,Fort Mill,SC,29715,USA,5/3/2011,1, ,personal domain,net,0,17.35
4325,DALLAS,TX,75247,USA,11/30/2012,3,214,aol.com,com,0,93.55
2528,Eagan,MN,55122,USA,10/31/2010,1,218,yahoo.com,com,0,77.11
752,Eden Prairie,MN,55344,US,9/25/2009,0,952,personal domain,com,1,0
3912,Brighton,MA,2135,USA,4/1/2012,1,508,personal domain,com,0,59.28
1485,La Quinta,CA,92253,US,3/4/2010,0,760,mac.com,com,0,0
1789,Hartwick,IOWA,52232,US,4/21/2010,0,319,hotmail.com,com,0,0
2727,Longmont,CO,80501,USA,1/22/2011,1,303,personal domain, ,0,32.38
584,Muskegon,MI,49442,US,8/12/2009,1,231,comcast.net,net,0,57.16
581,Hollister,CA,95023,US,8/11/2009,1,831,sbcglobal.net,net,0,69.58
3968,KEALAKEKUA,HI,96750,USA,4/25/2012,1,808,hotmail.com,com,0,59.87
3167,Garland,ME,4939,USA,5/9/2011,1,207,personal domain,,0,21.44
2637,Riner,VA,24149,USA,12/13/2010,1, ,personal domain,com,0,87.82
3908,Edmonton,AB,T5W 5E5,CAN,3/30/2012,1,178,personal domain,ca,0,52.16
1528,Lakeville,MA,2349,US,3/10/2010,1,508,personal domain,com,1,44.99
4443,Waterford,MI,48327,USA,4/8/2013,1,248,yahoo.com,com,0,12.44
1327,Frankton,IN,46044,US,2/8/2010,0,765,verizon.net,net,1,0
1137,Indianapolis,IN,46237,US,12/23/2009,1,317,hotmail.com,com,0,10.42
101,Watertown,CT,6795,US,11/13/2008,0,860,yahoo.com,com,1,0
4148,Muskegon,MI,49444,USA,8/9/2012,1,616,gmail.com,com,0,19.14
4866,Winston,GA,30187,USA,8/16/2015,1,770,gmail.com,com,0,17.63
3886,Du Quoin,IL,62832,USA,3/24/2012,1,618,gmail.com,com,0,141.29
67,Idaho Falls,ID,83404,US,9/24/2008,0,282,aol.com,com,0,0
4553,Brooklyn,NY,11211,USA,8/5/2013,1,917,gmail.com,com,0,52.77
3346,Rensselaer,IN,47978,USA,7/1/2011,1, ,personal domain, ,0,23.3
2974,moreno valley,CA,92555,USA,3/23/2011,1, ,gmail.com,com,0,65.16
4171,Blairsville,GA,30512,USA,8/21/2012,1,706,yahoo.com,com,0,19.39
4683,Delray Beach,FL,33445,USA,4/2/2014,1,561,att.net,net,0,16.94
3948,OKAWVILLE,IL,62271,USA,4/19/2012,1,618,hotmail.com,com,0,41.63
286,Eagle Lake,FL,33839,US,5/5/2009,2,863,personal domain,com,1,0
2208,west babylon,NY,11704,USA,7/18/2010,1,347,gmail.com,com,0,47.07
599,Clinton,CT,6413,US,8/16/2009,1,860,comcast.net,net,0,30.26
3853,Ashley,PA,18706,USA,3/9/2012,0,570,aol.com,com,1,0
2636,Brighton,CO,80601,USA,12/13/2010,1, ,aol.com,com,0,37.4
4351,Artie,WV,25008,USA,1/7/2013,0,304,suddenlink.net,net,1,0
776,Enola,PA,17025,US,9/29/2009,1,717,verizon.net,net,1,26.23
250,Bozeman,MT,59718,US,4/7/2009,1,406,msn.com,com,0,84.52
3958,Denver,CO,80225,USA,4/23/2012,1,303,personal domain,gov,0,103.82
181,Sylmar,CA,91342,US,2/21/2009,1,818,verizon.net,net,0,39.42
4752,Simi Valley,CA,93065,USA,9/22/2014,1, ,juno.com,com,0,27.95
2786,Lansing,MI,48917,USA,2/8/2011,1,517,personal domain,com,1,29.15
468,Rockville,MD,20852,US,7/4/2009,1,860,hotmail.com,com,1,26.14
1251,Tacoma,WA,98445,US,1/25/2010,1,,hotmail.com,com,0,9.88
3647,Green River,WY,82935,USA,11/17/2011,1, ,gmail.com,com,0,110.56
2079,Lancaster,NY,14086,US,6/18/2010,1,716,hotmail.com,com,0,36.33
1047,Mishawaka,IN,46544,US,12/4/2009,0,574,yahoo.com,com,0,0
3692,Glen Allen,VA,23059,USA,12/9/2011,1,804,aol.com,com,0,28.35
2914,San Francisco,CA,94108,USA,3/10/2011,6,808,personal domain,com,0,483.46
1810,Westerville,OHIO,43081,US,4/26/2010,1,614,gmail.com,com,0,9.88
4793,Alexandria,VA,22314,USA,2/26/2015,1,703,gmail.com,com,0,12.72
902,Pompano Beach,FLORIDA,33060,US,10/30/2009,2,954,personal domain,com,1,77.35
3162,San Antonio,TX,78214,USA,5/7/2011,1,210,hotmail.com,com,0,13.83
2316,riverside,CA,92506,USA,8/17/2010,1,951,sbcglobal.net,net,0,25.88
3602,New Smyarn Beach,FL,32168,USA,10/18/2011,0,386,yahoo.com,com,1,0
2515,Saint Louis,MI,48880,USA,10/23/2010,1,989,yahoo.com,com,0,158.08
3973,Leander,TX,78641,USA,4/28/2012,1, ,gmail.com,com,0,18.03
2501,Harvey,LA,70058,USA,10/19/2010,15, ,cox.net,net,1,2673.89
1599,Fort Collins,CO,80528,US,3/17/2010,2,970,netzero.com,com,0,54.61
1664,Perth,WA,6034,AU,3/27/2010,0,61,personal domain,com,1,0
1746,Los Altos,CA,94022,US,4/11/2010,1,408,yahoo.com,com,0,5.21
2155,Hinesville,GEORGIA,31313,US,7/6/2010,0,912,yahoo.com,com,1,0
3883,Dana Point,CA,92629,USA,3/23/2012,1,949,gmail.com,com,0,24.97
99,New Bedford,MA,2740,US,11/12/2008,0,774,yahoo.com,com,1,0
2319,Indianapolis,IN,46256,USA,8/17/2010,1,317,yahoo.com,com,0,429.79
2909,Live Oak,FL,32060,USA,3/9/2011,1, ,yahoo.com,com,0,24.44
1480,Newtonville,ON,L0A 1J0,CA,3/3/2010,1,905,hotmail.com,com,0,12.24
3470,Long Valley,NJ,7853,USA,8/24/2011,1, ,aol.com,com,0,63.6
26,Seattle,WA,98121,US,7/24/2008,1,206,hotmail.com,com,0,88.25
1762,Land O' Lakes,FL,34638,US,4/14/2010,2,727,verizon.net,net,0,70.88
233,Joliet,IL,60431,US,3/30/2009,1,773,yahoo.com,com,0,36.85
4959,Charlotte,NC,28204,USA,1/10/2018,2,704,earthlink.net,net,0,60.02
4655,Shamrock,TX,79079,USA,2/13/2014,1,806,gmail.com,com,1,109.85
1811,New Bedford,MA,2740,US,4/26/2010,1,508,verizon.net,net,0,18.4
4384,Glendale,AZ,85302,USA,2/13/2013,1,480,personal domain, ,0,19.25
2924,bayamon,PR,960,USA,3/13/2011,1,787,hotmail.com,com,0,59.54
4421,Shelley,ID,83274,USA,3/19/2013,2,208,personal domain, ,0,19.08
4951,Pasadena,TX,77504-2533,USA,8/16/2017,1, ,gmail.com,com,0,40.5
3422,Great Falls,MT,59404,USA,8/2/2011,1,406,msn.com,com,0,24.12
4573,Gallatin,TN,37066,USA,9/17/2013,1,615,comcast.net,net,0,151.8
2264,Lynn,MA,1905,USA,8/2/2010,1,617,yahoo.com,com,0,83.4
4320,Americus,GA,31709,USA,11/21/2012,1,229,gmail.com,com,0,29.59
2169,Fremont,CA,94538,USA,7/8/2010,1, ,gmail.com,com,0,33.46
28,Fairfield,CA,94534,US,7/30/2008,0,707,yahoo.com,com,1,0
1581,Whitmore Lake,MI,48189,US,3/16/2010,1,810,yahoo.com,com,0,39.52
1795,Lansdale,PA,19446,US,4/22/2010,1,267,yahoo.com,com,0,62.74
3379,Lynn Haven,FL,32444,USA,7/15/2011,2,850,personal domain,com,0,45.66
3888,Dinuba,CA,93618,USA,3/24/2012,1,559,gmail.com,com,0,27.64
4516,Atlantic City,NJ,8401,USA,6/19/2013,1,609,gmail.com,com,0,23.24
914,Leawood,KANSAS,66206,US,11/1/2009,0,913,personal domain,com,0,0
1768,Omaha,NE,68152,US,4/15/2010,1,402,cox.net,net,0,18.76
4414,Irving,TX,75061,USA,3/17/2013,1,620,gmail.com,com,0,43.71
3769,Scottsville,NY,14546,USA,1/31/2012,1,585,personal domain,com,0,106.32
2932,Wayland,MI,49348,USA,3/15/2011,1,616,charter.net,net,0,32.38
1245,Amenia,NY,12501,US,1/24/2010,0,845,optonline.net,net,0,0
3770,Towson,MD,21204,USA,2/1/2012,1, ,personal domain,edu,0,13.69
4285,APO,AE,9366,USA,10/19/2012,0,209,yahoo.com,com,1,0
649,Clearwater,FL,33764,US,8/27/2009,2,727,aol.com,com,0,51.13
939,Flora,IN,46929,US,11/6/2009,0,765,hotmail.com,com,0,0
3333,Chicago,IL,60612,USA,6/27/2011,0,312,aol.com,com,1,0
352,Plymouth,MI,48170,US,5/21/2009,2,734,personal domain,com,1,0
480,Birmingham,MI,48009-0914,US,7/7/2009,2,248,personal domain,com,1,179.04
2565,Airmont,NY,10952,USA,11/16/2010,0,845,personal domain,com,1,0
643,Sarasota,FL,34239,US,8/26/2009,1,941,gmail.com,com,1,0
4401,Ashland,NE,68003,USA,2/28/2013,1,636,msn.com,com,0,104.09
210,Revere,MA,2151,US,3/18/2009,0,617,hotmail.com,com,1,0
2930,Bradford,MA,1835,USA,3/15/2011,1,978,verizon.net,net,0,66.99
4219,Lansing,MI,48906,USA,9/11/2012,0,517,personal domain,com,1,0
3467,Las Vegas,NV,89103,USA,8/23/2011,1,702,gmail.com,com,0,163.34
2366,Pittsfield,MA,1201,USA,8/31/2010,0,413,yahoo.com,com,1,0
2919,Granbury,TX,76048,USA,3/12/2011,1,817,personal domain, ,0,16.85
4618,Corryton,TN,37721,USA,11/19/2013,1,817,yahoo.com,com,0,34.87
471,Anaheim,CA,92805,US,7/4/2009,1,620,yahoo.com,com,0,92.89
4200,Denver,CO,80210,USA,9/4/2012,1,303,gmail.com,com,0,72.7
4365,Denham Springs,LA,70726,USA,1/24/2013,1, ,hotmail.com,com,0,52.9
3762,Palm Beach Gardens,FL,33418-6222,USA,1/29/2012,1, ,aol.com,com,0,32.7
2588,Royal Palm Beach,FL,33411,USA,11/26/2010,2,561,aol.com,com,0,125.45
4613,Biloxi,MS,39532,USA,11/15/2013,1,228,hotmail.com,com,0,20.91
4199,Liverpool,NY,13088,USA,9/3/2012,1,315,personal domain, ,0,18.63
4775,Brainerd,MN,56401,USA,12/22/2014,1,218,hotmail.com,com,0,107.92
3711,New Britain,CT,6053,USA,12/29/2011,1,860,aol.com,com,0,58.14
4911,BAKERSFIELD,CA,93307,USA,4/26/2016,1,818,gmail.com,com,0,29.72
79,Anaheim,CA,92802-3919,US,10/8/2008,1,714,aol.com,com,0,75.8
1177,London,LONDON,SW13 9AH,GB,1/7/2010,0,,personal domain,com,0,0
2130,Deer Park,WA,99006,US,6/29/2010,2,509,gmail.com,com,0,197.72
917,Lititz,PA,17543,US,11/2/2009,1,717,yahoo.com,com,1,437.11
2700,littleton,CO,80123,USA,1/13/2011,1,303,msn.com,com,0,19.39
1188,Lubbock,TEXAS,79412,US,1/9/2010,0,806,hotmail.com,com,0,0
640,Peoria,AZ,85345,US,8/26/2009,1,623,yahoo.com,com,0,50.94
1577,Shelbyville,IN,46176,US,3/16/2010,1,317,personal domain,com,1,0
1010,Oak Brook,IL,60523,US,11/24/2009,1,630,aol.com,com,1,96.68
4030,Scottsdale,AZ,85250,USA,5/27/2012,1,480,personal domain,com,0,236.44
4694,Lapeer,MI,48150,United States,4/27/2014,0,810,hotmail.com,com,1,0
4697,MT KISCO,NY,10549,USA,5/6/2014,1, ,personal domain, ,0,58.54
4781,Bandera,TX,78003,USA,1/14/2015,1,830,yahoo.com,com,0,62.02
466,Butler,PA,16002-8652,US,7/2/2009,1,724,aol.com,com,0,62.48
4471,Westminster,CO,80031,USA,5/13/2013,2, ,personal domain,com,0,71.67
1833,Clawson,MI,48017,US,4/29/2010,0,248,yahoo.com,com,0,0
1778,Raytown,MO,64133,US,4/19/2010,0,913,yahoo.com,com,1,0
2227,Cambridge,VT,5444,USA,7/21/2010,1,802,gmail.com,com,0,40.04
673,Leawood,KANSAS,66211,US,9/2/2009,1,913,aol.com,com,0,32.41
234,West Monroe,LA,71294,US,3/30/2009,1,318,bellsouth.net,net,1,34.12
1579,Independence,MO,64055,US,3/16/2010,4,913,yahoo.com,com,1,772.19
612,Indianapolis,IN,46225,US,8/18/2009,0,317,yahoo.com,com,0,0
4235,Concord,CA,94521,USA,9/18/2012,1,925,sbcglobal.net,net,0,22.98
928,Brighton,MA,2135,US,11/4/2009,1,617,gmail.com,com,0,25.59
905,Norwood,MA,2062,US,10/30/2009,0,,verizon.net,net,0,0
3863,Pocahontas,VA,24635,USA,3/14/2012,1,276,yahoo.com,com,0,17.06
2527,Bella Vista,AR,72714,USA,10/30/2010,2, ,netscape.net,net,0,59.02
461,Quail Valley,CA,92587,US,6/30/2009,1,909,aol.com,com,0,130.52
3533,Whittier,CA,90603,USA,9/19/2011,1,562,personal domain, ,0,17.33
3459,Paso Robles,CA,93446,USA,8/20/2011,1,805,yahoo.com,com,0,18.83
4488,West Mifflin,PA,15122,USA,5/24/2013,1,412,gmail.com,com,0,59.4
547,Seaford,DE,19973,US,7/31/2009,1,302,personal domain,org,1,0
2944,Jamacia Estates,NY,11432,USA,3/18/2011,1, ,personal domain,com,0,28.68
4072,Riverton,IL,62561,USA,6/18/2012,1,217,att.net,net,0,57.24
4501,Dunn,NC,28334,USA,6/4/2013,0,910,personal domain,com,1,0
401,Thousand Oaks,CA,91362,US,6/8/2009,2,805,aol.com,com,1,0
2421,Charlotte,NC,28212,USA,9/21/2010,1,704,aol.com,com,0,39.59
1105,West Hollywood,CA,90069,US,12/14/2009,1,310,yahoo.com,com,0,14.22
2645,Garrett Park,MD,20896,USA,12/16/2010,1, ,personal domain,com,0,19.39
3693,Lake Worth,FL,33460,USA,12/9/2011,1,561,yahoo.com,com,0,15.88
2687,stockton,CA,95209,USA,1/7/2011,1, ,hotmail.com,com,0,62.65
1863,Flower Mound,TX,75028,US,5/4/2010,1,214,verizon.net,net,0,27.78
1914,Saint Clair Shores,MI,48081,US,5/12/2010,1,586,comcast.net,net,0,73.6
2875,Mount Vernon,NY,10553,USA,3/2/2011,0,914,aol.com,com,1,0
1291,Vienna,OHIO,44473,US,1/31/2010,1,330,gmail.com,com,0,19.76
1115,Mooresville,IN,46158,US,12/16/2009,1,318,gmail.com,com,0,20.34
1055,Moncks Corner,SC,29461,US,12/6/2009,1,843,yahoo.com,com,0,59.31
4584,Anchorage,AK,99516,USA,10/1/2013,1,907,personal domain,,0,92.62
4560,Hudson,NH,3051,USA,8/23/2013,1, ,gmail.com,com,0,32.77
2338,Spokane,WA,99207,USA,8/24/2010,0,509,hotmail.com,com,1,0
2813,Whitsett,NC,27377,USA,2/16/2011,1,336,personal domain, ,0,20.09
1711,Palmetto,FL,34221,US,4/7/2010,1,941,tampabay.rr.com,com,0,19.76
3123,Helena,MT,59601,USA,4/27/2011,1,715,gmail.com,com,0,10.14
3496,danville,CA,94526,USA,9/2/2011,1,925,aol.com,com,0,50.75
2715,Spring Grove,PA,17362,USA,1/19/2011,2,717,yahoo.com,com,0,57.78
2830,Riverdale,MI,48877,USA,2/20/2011,1, ,hotmail.com,com,0,103.38
4525,South Plainfield,NJ,7080, ,6/28/2013,0,210,personal domain,com,1,0
4659,Shaker Heights,OH,44120-3355,USA,2/17/2014,1,440,sbcglobal.net,net,0,69.72
814,Jackson Hgts,NY,11372,US,10/7/2009,1,718,yahoo.com,com,1,28.81
4727,Parma,OH,44134,USA,7/29/2014,1, ,hotmail.com,com,0,19.75
1944,Ada,OH,45810,US,5/16/2010,1,419,personal domain,org,0,79.04
2216,Overland Park,KS,66213-2224,USA,7/20/2010,1,913,everestkc.net,net,0,12.89
627,Pleasanton,CA,94588,US,8/22/2009,0,925,comcast.net,net,0,0
3047,Lexington,KY,40509,USA,4/10/2011,1, ,gmail.com,com,0,19.39
4165,Lexington,KY,40502,USA,8/19/2012,1,859,insightbb.com,com,0,48.79
2136,Pocatello,ID,83201,US,7/1/2010,2,208,gmail.com,com,1,23.58
2482,Baton Rouge,LA,70810,USA,10/11/2010,1, ,hotmail.com,com,0,19.89
382,Marilla,NY,14102,US,6/2/2009,2,716,verizon.net,net,1,0
1800,Eagle Bridge,NY,12057,US,4/24/2010,0,518,yahoo.com,com,0,0
208,Mt. Zion,IL,62549,US,3/17/2009,0,217,hotmail.com,com,0,0
2567,Glenview,IL,60026,USA,11/17/2010,2,847,sbcglobal.net,net,0,52.7
3013,St Albert,AB,T8N 2Z3,CAN,3/29/2011,1,780,shaw.ca,ca,0,69.68
4391,Ellettsville,IN,47429,USA,2/19/2013,1,812,hotmail.com,com,0,63.35
857,Lancaster,SC,29720,US,10/16/2009,1,803,personal domain,net,1,0
603,Noblesville,INDIANA,46062,US,8/17/2009,0,317,yahoo.com,com,0,0
338,Cooper City,FL,33328,US,5/19/2009,1,954,personal domain,org,0,84.88
1241,Kimball,MN,55353,US,1/23/2010,0,,personal domain,net,0,0
796,Connersville,IN,47331,US,10/4/2009,0,,gmail.com,com,0,0
2257,Bridgeport,PA,19405,USA,8/1/2010,1,484,juno.com,com,0,19.89
2949,Renton,WA,98056,USA,3/18/2011,1,425,personal domain, ,0,18.17
183,South Boundbrook,NJ,8880,US,2/24/2009,1,732,aol.com,com,0,11.94
696,Valparaiso,IN,46385,US,9/8/2009,1,219,aol.com,com,0,0
2442,Bonnie,IL,62816,USA,9/26/2010,1, ,personal domain, ,0,36.34
3159,Greeley,CO,80631,USA,5/6/2011,0,970,yahoo.com,com,1,0
2921,North Andover,MA,1845,USA,3/13/2011,1,978,personal domain, ,0,224.99
268,Orlando,FL,32825,US,4/22/2009,0,407,hotmail.com,com,0,0
3949,Maspeth,NY,11378,USA,4/19/2012,1, ,yahoo.com,com,0,69.76
4168,West Hazleton,PA,18202,USA,8/20/2012,1,570,personal domain, ,0,58.42
1253,Pottstown,PA,19464,US,1/26/2010,1,610,verizon.net,net,0,9.38
2096,Dover,NH,3820,US,6/22/2010,1, ,personal domain, ,0,111.63
3660,Cedar Falls,IA,50613,USA,11/23/2011,1,319,personal domain,com,0,49.54
420,Wilmington,OHIO,45177,US,6/13/2009,0,937,yahoo.com,com,0,0
2336,chesterfield,MI,48047,USA,8/23/2010,1,586,att.net,net,0,70.58
104,Mountain Home,IDAHO,83647,US,11/15/2008,0,208,juno.com,com,0,0
1963,Bridgewater,NS,B4V 1C7,CA,5/19/2010,0,902,hotmail.com,com,0,0
3528,Davenport,IA,52807,USA,9/18/2011,1,563,aol.com,com,0,21.5
4635,Canton,SD,57013,USA,1/19/2014,1, ,personal domain,net,0,68.49
256,Newport,PA,17074,US,4/16/2009,0,717,yahoo.com,com,0,0
2779,Gainesville,GA,30506,USA,2/5/2011,1, ,personal domain, ,0,20.09
2118,Parkville,MD,21234,US,6/27/2010,0,443,yahoo.com,com,0,0
1694,Las Vegas,NEVADA,89118,US,4/2/2010,1,702,hotmail.com,com,0,29.64
4738,Goldens Bridge,NY,10526,USA,8/26/2014,1,914,personal domain, ,0,70.6
4015,maricopa,AZ,85138,USA,5/18/2012,1,520,personal domain, ,0,19.98
3942,Walled Lake,MI,48390,USA,4/14/2012,1,248,gmail.com,com,0,120.72
187,Woodland,CA,95695,US,3/2/2009,0,,yahoo.com,com,1,0
88,Fenwick,MI,48834,US,10/23/2008,0,616,charter.net,net,0,0
410,Greenfield,IN,46140,US,6/10/2009,0,317,aol.com,com,0,0
4157,Eagan,MN,55123,USA,8/14/2012,1,763,gmail.com,com,0,17.93
2151,Goshen,NY,10924,US,7/5/2010,1,845,frontiernet.net,net,0,19.8
1412,Aurora,COLO,80011,US,2/23/2010,0,303,aol.com,com,1,0
2462,Needham,MA,2492,USA,10/3/2010,1, ,yahoo.com,com,0,44.49
1345,St. George,UT,84790,US,2/10/2010,1,435,personal domain,co,1,19.76
1932,Dubuque,IOWA,52002,US,5/15/2010,1,563,msn.com,com,0,26.05
983,Tallahassee,FL,32310,US,11/16/2009,0,850,rocketmail.com,com,0,0
2343,Goodyear,AZ,85338,USA,8/24/2010,1,623,hotmail.com,com,0,32.88
1781,Berlin,MD,21811,US,4/19/2010,1,443,personal domain,edu,0,9.38
4678,San Francisco,CA,94108,USA,3/20/2014,2,808,personal domain, ,0,564.89
2410,Delhi,IA,52223,USA,9/17/2010,1, ,personal domain, ,0,20.24
1510,Homosassa,FL,34448,US,3/8/2010,1,352,yahoo.com,com,1,0
637,Rosemead,CA,91770,US,8/25/2009,2,626,earthlink.net,net,0,120.91
2496,mclean,VA,22102,USA,10/17/2010,1, ,aol.com,com,0,83.51
162,Fairfax,VA,22033,US,2/4/2009,2,,yahoo.com,com,0,68.34
1167,Needville,TX,77461,US,1/5/2010,0,281,yahoo.com,com,0,0
2313,Marlboro,NJ,7746,USA,8/17/2010,1,732,optonline.net,net,1,160.84
4555,harrah,OK,73045,USA,8/7/2013,1,405,aol.com,com,0,21.82
4648,Eagle River,WI,54521,USA,2/2/2014,1, ,frontier.com,com,0,19.86
4574,Dunedin,FL,34698,USA,9/17/2013,1,727,personal domain,net,0,38.21
2143,Arvada,CO,80005,US,7/2/2010,1,303,hotmail.com,com,0,27.23
3348,Edmonds,WA,98020,USA,7/1/2011,1,425,personal domain, ,0,62.69
4287,Auburn,IN,46706,USA,10/21/2012,1, ,yahoo.com,com,0,45.69
4515,CALGARY,AB,T2W 3E6,CAN,6/18/2013,1,403,hotmail.com,com,0,82.72
